_id,label,id,token,sentence
,,,as,55
,,,being,55
,,,"""",55
,,,a,55
,,,prose,55
,,,so,55
,,,precise,55
,,,",",55
,,,so,55
,,,faithful,55
,,,to,55
,,,speech,55
,,,and,55
,,,so,55
,,,charged,55
,,,with,55
,,,pain,55
,,,and,55
,,,wonder,55
,,,that,55
,,,the,55
,,,novel,55
,,,becomes,55
,,,poetry,55
,,,...,55
,,,But,55
,,,The,55
,,,Bluest,55
,,,Eye,55
,,,is,55
,,,also,55
,,,history,55
,,,",",55
,,,sociology,55
,,,",",55
,,,folklore,55
,,,",",55
,,,nightmare,55
,,,and,55
,,,music,55
,,,.,55
,,,"""",56
Q560307_178,ENTITY,WkJHDpemzT,The,56
Q560307_179,ENTITY,WkJHDpemzT,novel,56
,,,did,56
Q560307_181,EVENT-MOD,UX6QRjPbQV,not,56
Q560307_180,EVENT,5rnGWUIdqK,sell,56
,,,well,56
,,,at,56
,,,first,56
,,,",",56
,,,but,56
,,,the,56
,,,City,56
,,,University,56
,,,of,56
,,,New,56
,,,York,56
,,,put,56
Q560307_183,ENTITY,55MaGxMxsG,The,56
Q560307_184,ENTITY,55MaGxMxsG,Bluest,56
Q560307_185,ENTITY,55MaGxMxsG,Eye,56
,,,on,56
,,,its,56
,,,reading,56
,,,list,56
,,,for,56
,,,its,56
,,,new,56
,,,Black,56
,,,studies,56
,,,department,56
,,,",",56
,,,as,56
,,,did,56
,,,other,56
,,,colleges,56
,,,",",56
,,,which,56
,,,boosted,56
,,,sales,56
,,,.,56
,,,The,57
,,,book,57
,,,also,57
Q560307_186,EVENT,Z9Hb_R6ySd,brought,57
Q560307_187,ENTITY,USY-znyoZ0,Morrison,57
,,,to,57
,,,the,57
Q560307_188,EVENT,ossAhnzt-0,attention,57
,,,of,57
,,,the,57
,,,acclaimed,57
,,,editor,57
,,,Robert,57
,,,Gottlieb,57
,,,at,57
,,,Knopf,57
,,,",",57
,,,an,57
,,,imprint,57
,,,of,57
,,,the,57
,,,publisher,57
,,,Random,57
,,,House,57
,,,.,57
,,,Gottlieb,58
,,,later,58
Q560307_189,EVENT,Jz2EQt3Q1W,edited,58
Q560307_190,ENTITY,cFpUV2twfE,most,58
Q560307_191,ENTITY,cFpUV2twfE,of,58
Q560307_192,ENTITY,cFpUV2twfE,Morrison,58
Q560307_193,ENTITY,cFpUV2twfE,'s,58
Q560307_194,ENTITY,cFpUV2twfE,novels,58
,,,.,58
,,,In,59
,,,1975,59
,,,",",59
Q560307_195,ENTITY,lI-TLa9-eB,Morrison,59
Q560307_196,ENTITY,lI-TLa9-eB,'s,59
Q560307_197,ENTITY,lI-TLa9-eB,second,59
Q560307_198,ENTITY,lI-TLa9-eB,novel,59
,,,Sula,59
,,,(,59
,,,1973,59
,,,),59
,,,",",59
,,,about,59
,,,a,59
,,,friendship,59
,,,between,59
,,,two,59
,,,black,59
,,,women,59
,,,",",59
,,,was,59
Q560307_199,EVENT,MQYRR2lnOK,nominated,59
,,,for,59
,,,the,59
,,,National,59
,,,Book,59
,,,Award,59
,,,.,59
,,,Her,60
,,,third,60
,,,novel,60
,,,",",60
,,,Song,60
,,,of,60
,,,Solomon,60
,,,(,60
,,,1977,60
,,,),60
,,,",",60
,,,follows,60
,,,the,60
,,,life,60
,,,of,60
,,,Macon,60
,,,"""",60
,,,Milkman,60
,,,"""",60
,,,Dead,60
,,,III,60
,,,",",60
,,,from,60
,,,birth,60
,,,to,60
,,,adulthood,60
,,,",",60
,,,as,60
,,,he,60
,,,discovers,60
,,,his,60
,,,heritage,60
,,,.,60
,,,This,61
,,,novel,61
Q560307_200,EVENT,SxXtSiWTIj,brought,61
Q560307_201,ENTITY,zaFEp-KtP9,her,61
,,,national,61
,,,acclaim,61
,,,",",61
,,,being,61
,,,a,61
,,,main,61
,,,selection,61
,,,of,61
,,,the,61
,,,Book,61
,,,of,61
,,,the,61
,,,Month,61
,,,Club,61
,,,",",61
Q560307_202,ENTITY,SrU7Ag2tZ9,the,61
Q560307_203,ENTITY,SrU7Ag2tZ9,first,61
Q560307_204,ENTITY,SrU7Ag2tZ9,novel,61
,,,by,61
,,,a,61
,,,black,61
,,,writer,61
,,,to,61
,,,be,61
,,,so,61
Q560307_205,EVENT,XdQAERh3Fy,chosen,61
,,,since,61
,,,Richard,61
,,,Wright,61
,,,'s,61
,,,Native,61
,,,Son,61
,,,in,61
,,,1940,61
,,,.,61
Q560307_206,ENTITY,02rH_2bUgn,Song,62
Q560307_207,ENTITY,02rH_2bUgn,of,62
Q560307_208,ENTITY,02rH_2bUgn,Solomon,62
,,,also,62
,,,won,62
,,,the,62
,,,National,62
,,,Book,62
,,,Critics,62
,,,Circle,62
,,,Award,62
,,,.,62
,,,At,63
,,,its,63
,,,1979,63
,,,commencement,63
,,,ceremonies,63
,,,",",63
,,,Barnard,63
,,,College,63
Q560307_211,EVENT,w_wWJpmnPi,awarded,63
Q560307_210,ENTITY,WTjrWweFfu,Morrison,63
,,,its,63
,,,highest,63
,,,honor,63
,,,",",63
,,,the,63
,,,Barnard,63
,,,Medal,63
,,,of,63
,,,Distinction,63
,,,.,63
,,,Morrison,64
,,,gave,64
,,,her,64
,,,next,64
,,,novel,64
,,,",",64
,,,Tar,64
,,,Baby,64
,,,(,64
,,,1981,64
,,,),64
,,,",",64
,,,a,64
,,,contemporary,64
,,,setting,64
,,,.,64
,,,In,65
,,,it,65
,,,",",65
,,,a,65
,,,looks,65
,,,-,65
,,,obsessed,65
,,,fashion,65
,,,model,65
,,,",",65
,,,Jadine,65
,,,",",65
,,,falls,65
,,,in,65
,,,love,65
,,,with,65
,,,Son,65
,,,",",65
,,,a,65
,,,penniless,65
,,,drifter,65
,,,who,65
,,,feels,65
,,,at,65
,,,ease,65
,,,with,65
,,,being,65
,,,black,65
,,,.,65
,,,In,66
,,,1983,66
,,,",",66
Q560307_212,ENTITY,Y3zvfkryVn,Morrison,66
Q560307_213,EVENT,5put_0uc8Q,left,66
Q560307_215,EVENT,SGlvi5l2BX,publishing,66
,,,to,66
Q560307_214,EVENT,pOO0FNck86,devote,66
,,,more,66
,,,time,66
,,,to,66
Q560307_216,EVENT,dDNArRDASX,writing,66
,,,",",66
,,,while,66
Q560307_217,EVENT,qT5kxz2avg,living,66
,,,in,66
,,,a,66
,,,converted,66
,,,boathouse,66
,,,on,66
,,,the,66
,,,Hudson,66
,,,River,66
,,,in,66
,,,Nyack,66
,,,",",66
,,,New,66
,,,York,66
,,,.,66
Q560307_218,ENTITY,TWUl2_ozzp,She,67
Q560307_219,EVENT,tNquUnEVjQ,taught,67
,,,English,67
,,,at,67
,,,two,67
,,,branches,67
,,,of,67
,,,the,67
,,,State,67
,,,University,67
,,,of,67
,,,New,67
,,,York,67
,,,(,67
,,,SUNY,67
,,,),67
,,,and,67
,,,at,67
,,,Rutgers,67
,,,University,67
,,,'s,67
,,,New,67
,,,Brunswick,67
,,,campus,67
,,,.,67
,,,In,68
Q560307_220,ENTITY,xYBhXDKco7,1984,68
,,,",",68
,,,she,68
,,,was,68
Q560307_221,EVENT,DG3aP7CYJu,appointed,68
,,,to,68
,,,an,68
,,,Albert,68
,,,Schweitzer,68
,,,chair,68
,,,at,68
,,,the,68
,,,University,68
,,,at,68
,,,Albany,68
,,,",",68
,,,SUNY,68
,,,.,68
,,,Morrison,69
,,,'s,69
,,,first,69
,,,play,69
,,,",",69
,,,Dreaming,69
,,,Emmett,69
,,,",",69
,,,is,69
,,,about,69
,,,the,69
,,,1955,69
,,,murder,69
,,,by,69
,,,white,69
,,,men,69
,,,of,69
,,,black,69
,,,teenager,69
,,,Emmett,69
,,,Till,69
,,,.,69
Q560307_222,ENTITY,ATUJKvpeEz,The,70
Q560307_223,ENTITY,ATUJKvpeEz,play,70
,,,was,70
Q560307_224,EVENT,qPn-DXkUwo,performed,70
,,,in,70
,,,1986,70
,,,at,70
,,,the,70
,,,State,70
,,,University,70
,,,of,70
,,,New,70
,,,York,70
,,,at,70
,,,Albany,70
,,,",",70
,,,where,70
Q560307_225,ENTITY,Lre0_VWPGQ,she,70
,,,was,70
Q560307_226,EVENT,QZWUBAJj5x,teaching,70
,,,at,70
,,,the,70
,,,time,70
,,,.,70
Q560307_227,ENTITY,xgIkNkHFG2,Morrison,71
Q560307_228,EVENT-GR,V_Dd1lnkMA,was,71
,,,also,71
,,,a,71
,,,visiting,71
Q560307_229,EVENT,eazwG_IALT,professor,71
,,,at,71
,,,Bard,71
,,,College,71
,,,from,71
,,,1986,71
,,,to,71
,,,1988,71
,,,.,71
,,,In,72
,,,1987,72
,,,",",72
Q560307_230,ENTITY,p5kAb-Xlo5,Morrison,72
Q560307_231,EVENT,orvuYe_aYE,published,72
,,,her,72
,,,most,72
,,,celebrated,72
,,,novel,72
,,,",",72
,,,Beloved,72
,,,.,72
,,,It,73
,,,was,73
,,,inspired,73
,,,by,73
,,,the,73
,,,VERO,73
,,,story,73
,,,of,73
,,,an,73
,,,enslaved,73
,,,African,73
,,,-,73
,,,American,73
,,,woman,73
,,,",",73
,,,Margaret,73
,,,Garner,73
,,,",",73
,,,whose,73
,,,story,73
,,,Morrison,73
,,,had,73
,,,discovered,73
,,,when,73
,,,compiling,73
,,,The,73
,,,Black,73
,,,Book,73
,,,.,73
,,,Garner,74
,,,had,74
,,,escaped,74
,,,slavery,74
,,,but,74
,,,was,74
,,,pursued,74
,,,by,74
,,,slave,74
,,,hunters,74
,,,.,74
,,,Facing,75
,,,a,75
,,,return,75
,,,to,75
,,,slavery,75
,,,",",75
,,,Garner,75
,,,killed,75
,,,her,75
,,,two,75
,,,-,75
,,,year,75
,,,-,75
,,,old,75
,,,daughter,75
,,,but,75
,,,was,75
,,,captured,75
,,,before,75
,,,she,75
,,,could,75
,,,kill,75
,,,herself,75
,,,.,75
,,,Morrison,76
,,,'s,76
,,,novel,76
,,,imagines,76
,,,the,76
,,,dead,76
,,,baby,76
,,,returning,76
,,,as,76
,,,a,76
,,,ghost,76
,,,",",76
,,,Beloved,76
,,,",",76
,,,to,76
,,,haunt,76
,,,her,76
,,,mother,76
,,,and,76
,,,family,76
,,,.,76
Q560307_232,ENTITY,kY9Z-9MQzL,Beloved,77
Q560307_233,EVENT-GR,mLMqRQ8hEf,was,77
,,,a,77
,,,critical,77
Q560307_234,EVENT,88Vs2Our8r,success,77
,,,and,77
,,,a,77
,,,bestseller,77
,,,for,77
,,,25,77
,,,weeks,77
,,,.,77
,,,The,78
,,,New,78
,,,York,78
,,,Times,78
,,,book,78
,,,reviewer,78
,,,Michiko,78
,,,Kakutani,78
,,,wrote,78
,,,that,78
,,,the,78
,,,scene,78
,,,of,78
,,,the,78
,,,mother,78
,,,killing,78
,,,her,78
,,,baby,78
,,,is,78
,,,"""",78
,,,so,78
,,,brutal,78
,,,and,78
,,,disturbing,78
,,,that,78
,,,it,78
,,,appears,78
,,,to,78
,,,warp,78
,,,time,78
,,,before,78
,,,and,78
,,,after,78
,,,into,78
,,,a,78
,,,single,78
,,,unwavering,78
,,,line,78
,,,of,78
,,,fate,78
,,,.,78
,,,"""",79
,,,Canadian,79
,,,writer,79
,,,Margaret,79
,,,Atwood,79
,,,wrote,79
,,,in,79
,,,a,79
,,,review,79
,,,for,79
,,,The,79
,,,New,79
,,,York,79
,,,Times,79
,,,",",79
,,,"""",79
,,,Ms.,79
,,,Morrison,79
,,,'s,79
,,,versatility,79
,,,and,79
,,,technical,79
,,,and,79
,,,emotional,79
,,,range,79
,,,appear,79
,,,to,79
,,,know,79
,,,no,79
,,,bounds,79
,,,.,79
,,,If,80
,,,there,80
,,,were,80
,,,any,80
,,,doubts,80
,,,about,80
,,,her,80
,,,stature,80
,,,as,80
,,,a,80
,,,pre,80
,,,-,80
,,,eminent,80
,,,American,80
,,,novelist,80
,,,",",80
,,,of,80
,,,her,80
,,,own,80
,,,or,80
,,,any,80
,,,other,80
,,,generation,80
,,,",",80
,,,Beloved,80
,,,will,80
,,,put,80
,,,them,80
,,,to,80
,,,rest,80
,,,.,80
,,,"""",81
,,,Not,81
,,,all,81
,,,critics,81
,,,praised,81
,,,Beloved,81
,,,",",81
,,,however,81
,,,.,81
,,,African,82
,,,-,82
,,,American,82
,,,conservative,82
,,,social,82
,,,critic,82
,,,Stanley,82
,,,Crouch,82
,,,",",82
,,,for,82
,,,instance,82
,,,",",82
,,,complained,82
,,,in,82
,,,his,82
,,,review,82
,,,in,82
,,,The,82
,,,New,82
,,,Republic,82
,,,that,82
,,,the,82
,,,novel,82
,,,"""",82
,,,reads,82
,,,largely,82
,,,like,82
,,,a,82
,,,melodrama,82
,,,lashed,82
,,,to,82
,,,the,82
,,,structural,82
,,,conceits,82
,,,of,82
,,,the,82
,,,miniseries,82
,,,",",82
,,,"""",82
,,,and,82
,,,that,82
,,,Morrison,82
,,,"""",82
,,,perpetually,82
,,,interrupts,82
,,,her,82
,,,narrative,82
,,,with,82
,,,maudlin,82
,,,ideological,82
,,,commercials,82
,,,.,82
,,,"""",83
,,,Despite,83
,,,overall,83
,,,high,83
,,,acclaim,83
,,,",",83
Q560307_235,ENTITY,_ZyOs1iMXL,Beloved,83
Q560307_236,EVENT,t2FbhAMyOL,failed,83
,,,to,83
Q560307_237,EVENT,8DR6BUfrnB,win,83
,,,the,83
,,,prestigious,83
,,,National,83
,,,Book,83
,,,Award,83
,,,or,83
,,,the,83
,,,National,83
,,,Book,83
,,,Critics,83
,,,Circle,83
,,,Award,83
,,,.,83
,,,Forty,84
,,,-,84
,,,eight,84
,,,black,84
,,,critics,84
,,,and,84
,,,writers,84
,,,",",84
,,,among,84
,,,them,84
,,,Maya,84
,,,Angelou,84
,,,",",84
,,,protested,84
,,,the,84
,,,omission,84
,,,in,84
,,,a,84
,,,statement,84
,,,that,84
,,,The,84
,,,New,84
,,,York,84
,,,Times,84
,,,published,84
,,,on,84
,,,January,84
,,,24,84
,,,",",84
,,,1988,84
,,,.,84
,,,"""",85
,,,Despite,85
,,,the,85
,,,international,85
,,,stature,85
,,,of,85
,,,Toni,85
,,,Morrison,85
,,,",",85
,,,she,85
,,,has,85
,,,yet,85
,,,to,85
,,,receive,85
,,,the,85
,,,national,85
,,,recognition,85
,,,that,85
,,,her,85
,,,five,85
,,,major,85
,,,works,85
,,,of,85
,,,fiction,85
,,,entirely,85
,,,deserve,85
,,,",",85
,,,"""",85
,,,they,85
,,,wrote,85
,,,.,85
,,,Two,86
,,,months,86
,,,later,86
,,,",",86
Q560307_238,ENTITY,GZnQ1hhAlh,Beloved,86
Q560307_209,EVENT,gYSiQ6_Hdt,won,86
,,,the,86
,,,Pulitzer,86
,,,Prize,86
,,,for,86
,,,Fiction,86
,,,.,86
,,,It,87
,,,also,87
Q560307_239,EVENT,4b3F9EQ5vw,won,87
,,,an,87
,,,Anisfield,87
,,,-,87
,,,Wolf,87
,,,Book,87
,,,Award,87
,,,.,87
,,,Beloved,88
,,,is,88
,,,the,88
,,,first,88
,,,of,88
,,,three,88
,,,novels,88
,,,about,88
,,,love,88
,,,and,88
,,,African,88
,,,-,88
,,,American,88
,,,history,88
,,,",",88
,,,sometimes,88
,,,called,88
,,,the,88
,,,Beloved,88
,,,Trilogy,88
,,,.,88
Q560307_241,ENTITY,HNag3dSaId,Morrison,89
Q560307_242,EVENT,6no6v3YVJM,said,89
,,,that,89
,,,they,89
,,,are,89
,,,intended,89
,,,to,89
,,,be,89
,,,read,89
,,,together,89
,,,",",89
,,,explaining,89
,,,",",89
,,,"""",89
,,,The,89
,,,conceptual,89
,,,connection,89
,,,is,89
,,,the,89
,,,search,89
,,,for,89
,,,the,89
,,,beloved,89
,,,–,89
,,,the,89
,,,part,89
,,,of,89
,,,the,89
,,,self,89
,,,that,89
,,,is,89
,,,you,89
,,,",",89
,,,and,89
,,,loves,89
,,,you,89
,,,",",89
,,,and,89
,,,is,89
,,,always,89
,,,there,89
,,,for,89
,,,you,89
,,,.,89
,,,"""",90
Q560307_499,ENTITY,nv9MJvBje0,The,90
Q560307_500,ENTITY,nv9MJvBje0,second,90
Q560307_501,ENTITY,nv9MJvBje0,novel,90
,,,in,90
Q560307_503,ENTITY,nv9MJvBje0,the,90
Q560307_504,ENTITY,nv9MJvBje0,trilogy,90
,,,",",90
,,,Jazz,90
,,,",",90
,,,came,90
,,,out,90
,,,in,90
,,,1992,90
,,,.,90
,,,Told,91
,,,in,91
,,,language,91
,,,that,91
,,,imitates,91
,,,the,91
,,,rhythms,91
,,,of,91
,,,jazz,91
,,,music,91
,,,",",91
,,,the,91
,,,novel,91
,,,is,91
,,,about,91
,,,a,91
,,,love,91
,,,triangle,91
,,,during,91
,,,the,91
,,,Harlem,91
,,,Renaissance,91
,,,in,91
,,,New,91
,,,York,91
,,,City,91
,,,.,91
,,,That,92
,,,year,92
Q560307_243,ENTITY,aNITKN1XC5,she,92
,,,also,92
Q560307_244,EVENT,HJrf7BFF9s,published,92
,,,her,92
,,,first,92
,,,book,92
,,,of,92
,,,literary,92
,,,criticism,92
,,,",",92
,,,Playing,92
,,,in,92
,,,the,92
,,,Dark,92
,,,:,92
,,,Whiteness,92
,,,and,92
,,,the,92
,,,Literary,92
,,,Imagination,92
,,,(,92
,,,1992,92
,,,),92
,,,",",92
,,,an,92
,,,examination,92
,,,of,92
,,,the,92
,,,African,92
,,,-,92
,,,American,92
,,,presence,92
,,,in,92
,,,white,92
,,,American,92
,,,literature,92
,,,.,92
,,,(,93
,,,In,93
,,,2016,93
,,,",",93
,,,Time,93
,,,magazine,93
,,,noted,93
,,,that,93
,,,Playing,93
,,,in,93
,,,the,93
,,,Dark,93
,,,was,93
,,,among,93
,,,Morrison,93
,,,'s,93
,,,most,93
,,,-,93
,,,assigned,93
,,,texts,93
,,,on,93
,,,U.S.,93
,,,college,93
,,,campuses,93
,,,",",93
,,,together,93
,,,with,93
,,,several,93
,,,of,93
,,,her,93
,,,novels,93
,,,and,93
,,,her,93
,,,1993,93
,,,Nobel,93
,,,Prize,93
,,,lecture,93
,,,.,93
,,,),94
,,,Before,94
Q560307_246,ENTITY,RiSYpue1QX,the,94
Q560307_247,ENTITY,RiSYpue1QX,third,94
Q560307_248,ENTITY,RiSYpue1QX,novel,94
Q560307_249,ENTITY,RiSYpue1QX,of,94
Q560307_250,ENTITY,RiSYpue1QX,the,94
Q560307_251,ENTITY,RiSYpue1QX,Beloved,94
Q560307_252,ENTITY,RiSYpue1QX,Trilogy,94
,,,was,94
Q560307_253,EVENT,tXCzx27S81,published,94
,,,",",94
Q560307_245,ENTITY,0vTpzeLFYP,Morrison,94
,,,was,94
Q560307_254,EVENT,DBqthfART7,awarded,94
,,,the,94
,,,Nobel,94
,,,Prize,94
,,,in,94
,,,Literature,94
,,,in,94
,,,1993,94
,,,.,94
,,,The,95
,,,citation,95
Q560307_255,EVENT,rIsnwdEPrL,praised,95
Q560307_256,ENTITY,yWTEcAlsBB,her,95
,,,as,95
,,,an,95
,,,author,95
,,,"""",95
,,,who,95
,,,in,95
,,,novels,95
,,,characterized,95
,,,by,95
,,,visionary,95
,,,force,95
,,,and,95
,,,poetic,95
,,,import,95
,,,",",95
,,,gives,95
,,,life,95
,,,to,95
,,,an,95
,,,essential,95
,,,aspect,95
,,,of,95
,,,American,95
,,,reality,95
,,,.,95
,,,"""",96
Q560307_257,ENTITY,fMKAUCh8wk,She,96
Q560307_258,EVENT-GR,0rNcrF70Dq,was,96
,,,the,96
Q560307_505,EVENT,__vIXDzMe-,first,96
,,,black,96
,,,woman,96
,,,of,96
,,,any,96
,,,nationality,96
,,,to,96
Q560307_506,EVENT,49djzgryj_,win,96
,,,the,96
,,,prize,96
,,,.,96
,,,In,97
Q560307_259,ENTITY,7j261GAi0G,her,97
,,,acceptance,97
Q560307_260,EVENT,HTMUpIQFUx,speech,97
,,,",",97
Q560307_261,ENTITY,YwuyBHmwyz,Morrison,97
Q560307_262,EVENT,URMJ0fE7lo,said,97
,,,:,97
,,,"""",97
,,,We,97
,,,die,97
,,,.,97
,,,That,98
,,,may,98
,,,be,98
,,,the,98
,,,meaning,98
,,,of,98
,,,life,98
,,,.,98
,,,But,99
,,,we,99
,,,do,99
,,,language,99
,,,.,99
,,,That,100
,,,may,100
,,,be,100
,,,the,100
,,,measure,100
,,,of,100
,,,our,100
,,,lives,100
,,,.,100
,,,"""",101
,,,In,101
Q560307_263,ENTITY,Zs66r6rNjd,her,101
,,,Nobel,101
Q560307_264,EVENT,gmCsAEr4kZ,lecture,101
,,,",",101
Q560307_265,ENTITY,a87LQ1p63d,Morrison,101
Q560307_266,EVENT,AuSaVdambg,talked,101
,,,about,101
,,,the,101
,,,power,101
,,,of,101
,,,storytelling,101
,,,.,101
,,,To,102
,,,make,102
Q560307_267,ENTITY,Aep3rL1rik,her,102
,,,point,102
,,,",",102
Q560307_268,ENTITY,BM9WYoDTLf,she,102
Q560307_269,EVENT,UMKvu0gzbX,told,102
,,,a,102
,,,story,102
,,,.,102
Q560307_270,ENTITY,Z1yisqZ0k4,She,103
,,,spoke,103
,,,about,103
,,,a,103
,,,blind,103
,,,",",103
,,,old,103
,,,",",103
,,,black,103
,,,woman,103
,,,who,103
,,,is,103
,,,approached,103
,,,by,103
,,,a,103
,,,group,103
,,,of,103
,,,young,103
,,,people,103
,,,.,103
,,,They,104
,,,demand,104
,,,of,104
,,,her,104
,,,",",104
,,,"""",104
,,,Is,104
,,,there,104
,,,no,104
,,,context,104
,,,for,104
,,,our,104
,,,lives,104
,,,?,104
,,,No,104
,,,song,104
,,,",",104
,,,no,104
,,,literature,104
,,,",",104
,,,no,104
,,,poem,104
,,,full,104
,,,of,104
,,,vitamins,104
,,,",",104
,,,no,104
,,,history,104
,,,connected,104
,,,to,104
,,,experience,104
,,,that,104
,,,you,104
,,,can,104
,,,pass,104
,,,along,104
,,,to,104
,,,help,104
,,,us,104
,,,start,104
,,,strong,104
,,,?,104
,,,...,104
,,, ,104
,,,Think,104
,,,of,104
,,,our,104
,,,lives,104
,,,and,104
,,,tell,104
,,,us,104
,,,your,104
,,,particularized,104
,,,world,104
,,,.,104
,,,Make,105
,,,up,105
,,,a,105
,,,story,105
,,,.,105
,,,"""",106
,,,In,106
,,,1996,106
,,,",",106
,,,the,106
,,,National,106
,,,Endowment,106
,,,for,106
,,,the,106
,,,Humanities,106
Q560307_272,EVENT,okHHGbZWHv,selected,106
Q560307_271,ENTITY,UDPDwngir9,Morrison,106
,,,for,106
,,,the,106
,,,Jefferson,106
,,,Lecture,106
,,,",",106
,,,the,106
,,,U.S.,106
,,,federal,106
,,,government,106
,,,'s,106
,,,highest,106
,,,honor,106
,,,for,106
,,,"""",106
,,,distinguished,106
,,,intellectual,106
,,,achievement,106
,,,in,106
,,,the,106
,,,humanities,106
,,,.,106
,,,"""",107
Q560307_273,ENTITY,ntCy1RCYQ7,Morrison,107
Q560307_274,ENTITY,ntCy1RCYQ7,'s,107
Q560307_275,EVENT,Ihx2jrN1oR,lecture,107
,,,",",107
,,,entitled,107
,,,"""",107
,,,The,107
,,,Future,107
,,,of,107
,,,Time,107
,,,:,107
,,,Literature,107
,,,and,107
,,,Diminished,107
,,,Expectations,107
,,,",",107
,,,"""",107
Q560307_276,EVENT,V-WMaxqqJ2,began,107
,,,with,107
,,,the,107
,,,aphorism,107
,,,:,107
,,,"""",107
,,,Time,107
,,,",",107
,,,it,107
,,,seems,107
,,,",",107
,,,has,107
,,,no,107
,,,future,107
,,,.,107
,,,"""",108
Q560307_277,ENTITY,MtOXIw9ynW,She,108
Q560307_278,EVENT,6s6SZ1Mh2Z,cautioned,108
,,,against,108
,,,the,108
,,,misuse,108
,,,of,108
,,,history,108
,,,to,108
,,,diminish,108
,,,expectations,108
,,,of,108
,,,the,108
,,,future,108
,,,.,108
Q560307_280,ENTITY,if04tMFeBU,Morrison,109
,,,was,109
,,,also,109
Q560307_281,EVENT,EP_SiDcMNo,honored,109
,,,with,109
,,,the,109
,,,1996,109
,,,National,109
,,,Book,109
,,,Foundation,109
,,,'s,109
,,,Medal,109
,,,of,109
,,,Distinguished,109
,,,Contribution,109
,,,to,109
,,,American,109
,,,Letters,109
,,,",",109
,,,which,109
,,,is,109
,,,awarded,109
,,,to,109
,,,a,109
,,,writer,109
,,,"""",109
,,,who,109
,,,has,109
,,,enriched,109
,,,our,109
,,,literary,109
,,,heritage,109
,,,over,109
,,,a,109
,,,life,109
,,,of,109
,,,service,109
,,,",",109
,,,or,109
,,,a,109
,,,corpus,109
,,,of,109
,,,work,109
,,,.,109
,,,"""",110
Q560307_507,ENTITY,gffNgrTYpV,The,110
Q560307_508,ENTITY,gffNgrTYpV,third,110
Q560307_509,ENTITY,gffNgrTYpV,novel,110
Q560307_510,ENTITY,gffNgrTYpV,of,110
Q560307_511,ENTITY,gffNgrTYpV,her,110
Q560307_512,ENTITY,gffNgrTYpV,Beloved,110
Q560307_513,ENTITY,gffNgrTYpV,Trilogy,110
,,,",",110
,,,Paradise,110
,,,",",110
,,,about,110
,,,citizens,110
,,,of,110
,,,an,110
,,,all,110
,,,-,110
,,,black,110
,,,town,110
,,,",",110
,,,came,110
,,,out,110
,,,in,110
,,,1997,110
,,,.,110
,,,The,111
,,,following,111
,,,year,111
,,,",",111
Q560307_282,ENTITY,B9a3Pv4m0O,Morrison,111
Q560307_283,EVENT,EiqtJMcYBp,was,111
,,,on,111
,,,the,111
,,,cover,111
,,,of,111
,,,Time,111
,,,magazine,111
,,,",",111
Q560307_284,EVENT-GR,jkHQpw0lxx,making,111
Q560307_285,ENTITY,18YEhYROz1,her,111
,,,only,111
,,,the,111
Q560307_514,EVENT,szZxQLLGwS,second,111
,,,female,111
,,,writer,111
,,,of,111
,,,fiction,111
,,,and,111
,,,second,111
,,,black,111
,,,writer,111
,,,of,111
,,,fiction,111
,,,to,111
,,,appear,111
,,,on,111
,,,what,111
,,,was,111
,,,perhaps,111
,,,the,111
,,,most,111
,,,significant,111
,,,U.S.,111
,,,magazine,111
,,,cover,111
,,,of,111
,,,the,111
,,,era,111
,,,.,111
,,,Also,112
Q560307_502,ENTITY,nv9MJvBje0,in,112
,,,1998,112
,,,",",112
,,,the,112
,,,movie,112
,,,adaptation,112
,,,of,112
,,,Beloved,112
,,,was,112
,,,released,112
,,,",",112
,,,directed,112
,,,by,112
,,,Jonathan,112
,,,Demme,112
,,,and,112
,,,co,112
,,,-,112
,,,produced,112
,,,by,112
,,,Oprah,112
,,,Winfrey,112
,,,",",112
,,,who,112
,,,had,112
,,,spent,112
,,,ten,112
,,,years,112
,,,bringing,112
,,,it,112
,,,to,112
,,,the,112
,,,screen,112
,,,.,112
,,,Winfrey,113
,,,also,113
,,,stars,113
,,,as,113
,,,the,113
,,,main,113
,,,character,113
,,,",",113
,,,Sethe,113
,,,",",113
,,,alongside,113
,,,Danny,113
,,,Glover,113
,,,as,113
,,,Sethe,113
,,,'s,113
,,,lover,113
,,,",",113
,,,Paul,113
,,,D,113
,,,",",113
,,,and,113
,,,Thandie,113
,,,Newton,113
,,,as,113
,,,Beloved,113
,,,.,113
,,,The,114
,,,movie,114
,,,flopped,114
,,,at,114
,,,the,114
,,,box,114
,,,office,114
,,,.,114
,,,A,115
,,,review,115
,,,in,115
,,,The,115
,,,Economist,115
,,,suggested,115
,,,that,115
,,,"""",115
,,,most,115
,,,audiences,115
,,,are,115
,,,not,115
,,,eager,115
,,,to,115
,,,endure,115
,,,nearly,115
,,,three,115
,,,hours,115
,,,of,115
,,,a,115
,,,cerebral,115
,,,film,115
,,,with,115
,,,an,115
,,,original,115
,,,storyline,115
,,,featuring,115
,,,supernatural,115
,,,themes,115
,,,",",115
,,,murder,115
,,,",",115
,,,rape,115
,,,and,115
,,,slavery,115
,,,.,115
,,,"""",116
,,,Film,116
,,,critic,116
,,,Janet,116
,,,Maslin,116
,,,",",116
